12.8,25.4
0, 25.4
13031, 25.474
21485, 25.515
31963, 25.575
34727, 25.615
37119, 25.693
37960, 25.752
39550, 25.978
40758, 26.419
40968, 26.502
41076, 26.600
41255, 26.728
41481, 27.130
41564, 27.441
